usg_category,usg_sector,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
Economic Development,Infrastructure,2013,disbursement,18954.0,25000.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2014,commitment,-18214.0,-23592.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2015,commitment,62450.0,80059.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2015,disbursement,27411.0,35141.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2016,commitment,9057339.0,11519233.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2016,disbursement,29500.0,37519.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2017,commitment,30984562.0,38752391.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2017,disbursement,5577664.0,6975984.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2018,commitment,3235963.0,3959323.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2018,disbursement,969118.0,1185753.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2019,commitment,4567355.0,5487935.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2019,disbursement,9690881.0,11644137.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2020,commitment,2550124.0,3024885.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2020,disbursement,4787230.0,5678480.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2021,commitment,3570114.0,4094582.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2021,disbursement,6928621.0,7946472.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2022,commitment,2318512.0,2483522.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2022,disbursement,2802300.0,3001747.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2023,commitment,427737703.0,438213913.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2023,disbursement,5857809.0,6001282.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2024,commitment,3900434.0,3900434.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2024,disbursement,17118352.0,17118352.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2025,commitment,-390366.0,-381192.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2025,disbursement,16722554.0,16329558.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2026,commitment,50000150.0,47831717.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Infrastructure,2026,disbursement,21976157.0,21023081.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2001,commitment,9500000.0,15976402.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2005,commitment,3500000.0,5386305.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2005,disbursement,3500000.0,5386305.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2006,commitment,2000000.0,2981051.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2006,disbursement,2000000.0,2981051.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2007,commitment,345000.0,500454.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2007,disbursement,345000.0,500454.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2013,commitment,424822.0,560292.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2013,disbursement,424822.0,560292.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2018,commitment,2600000.0,3181197.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2019,disbursement,172721.0,207533.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2020,disbursement,698266.0,828264.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2021,commitment,250000.0,286726.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2021,disbursement,909722.0,1043365.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2022,disbursement,1054065.0,1129085.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2024,disbursement,248529.0,248529.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2025,commitment,260000.0,253890.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Labor Policies and Markets,2025,disbursement,316345.0,308909.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2008,commitment,6193.0,8801.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2009,commitment,325000.0,457179.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2009,disbursement,6193.0,8712.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2010,commitment,68579.0,95642.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2011,commitment,2193076.0,2998339.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2011,disbursement,1028101.0,1405602.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2012,commitment,440000.0,590840.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2012,disbursement,1558300.0,2092509.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2013,commitment,404744.0,533812.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2013,disbursement,845000.0,1114459.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2018,commitment,8621265.0,10548438.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2018,disbursement,36743.0,44955.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2019,commitment,7032737.0,8450226.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2019,disbursement,5430844.0,6525464.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2020,commitment,6699462.0,7946716.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2020,disbursement,6438484.0,7637151.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2021,commitment,1550000.0,1777703.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2021,disbursement,9593284.0,11002587.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2022,commitment,1698000.0,1818849.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2022,disbursement,316768.0,339314.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2023,commitment,18652976.0,19109828.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2023,disbursement,2463916.0,2524262.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2024,commitment,10291344.0,10291344.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2024,disbursement,13829863.0,13829863.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2025,commitment,1450000.0,1415924.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2025,disbursement,11226271.0,10962443.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Macroeconomic Foundation for Growth,2026,disbursement,-213675.0,-204408.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2001,commitment,2368406.0,3983010.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2001,disbursement,26369.0,44345.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2002,commitment,2298321.0,3805282.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2002,disbursement,859992.0,1423872.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2003,commitment,1845699.0,2998332.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2003,disbursement,1625162.0,2640071.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2004,commitment,1844403.0,2924806.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2004,disbursement,1909571.0,3028148.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2005,commitment,1469818.0,2261968.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2005,disbursement,1500817.0,2309676.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2006,commitment,2110197.0,3145303.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2006,disbursement,2174437.0,3241053.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2007,commitment,739628.0,1072900.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2007,disbursement,1455555.0,2111414.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2008,commitment,613488.0,871824.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2008,disbursement,477679.0,678824.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2009,commitment,2526225.0,3553650.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2009,disbursement,536744.0,755039.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2010,commitment,738745.0,1030272.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2010,disbursement,2816424.0,3927861.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2011,commitment,2773863.0,3792379.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2011,disbursement,2714696.0,3711491.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2012,commitment,2295919.0,3083000.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2012,disbursement,2589464.0,3477177.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2013,commitment,2370060.0,3125840.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2013,disbursement,3042539.0,4012765.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Economic Development,Private Sector Competitiveness,2014,commitment,29918.0,38751.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
